Customer ID,Feedback Channel,Rating,Comment,Date
C00712,,5.0,"Overall, a decent experience.*",2024-02-13
C00206,Email,5.0,"Overall, a decent experience.*",2024-07-14
C00491,Email,1.0,Too slow response time.,2023-12-13
C00322,Social Media,1.0,Not worth the price.,2024-09-30
C00182,Survey,3.0,Exceeds my expectations!??,2024-07-26
C00988,Social Media,3.0,The best experience i've had!,2024-06-09
C00408,Survey,4.0,T0tally satisfi3d!,2023-11-22
C00992,Email,5.0,"Overall, a decent experience.*",2024-04-24
C00327,Email,5.0,Not worth the price.,2024-05-21
C00299,Survey,4.0,Very responsive and helpful!*,2024-05-26
,Email,1.0,T0tally satisfi3d!,2024-08-08
C00712,Survey,4.0,Could improve produtc qualty....,2024-07-25
C00649,Social Media,1.0,Would definitly recommend!*,2023-11-10
C00503,Survey,3.0,T0tally satisfi3d!,2024-02-16
C00991,Email,2.0,Good but could be better.??,2023-12-13
,Social Media,2.0,Very poor qualty for the price.,2024-10-23
C00801,Social Media,5.0,Would definitly recommend!*,2024-09-28
C00249,Survey,4.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-05-28
C00334,Survey,4.0,"Overall, a decent experience.*",2024-05-16
C00386,Survey,4.0,Good but could be better.??,2024-04-09
C00288,Social Media,4.0,Could improve produtc qualty....,2024-07-03
C00837,,2.0,Satisfied with the service.,2024-08-26
C00805,,5.0,Good but could be better.??,2024-05-11
C00403,Survey,2.0,The best experience i've had!,2024-09-25
C00374,Email,1.0,"Overall, a decent experience.*",2023-12-07
C00117,Email,5.0,T0tally satisfi3d!,2024-01-17
C00955,Survey,4.0,Satisfied with the service.,2024-06-30
,Social Media,3.0,Satisfied with the service.,2024-08-29
C00205,Email,4.0,Satisfied with the service.,2024-07-30
C00607,Survey,1.0,Very poor qualty for the price.,2024-02-10
C00559,,5.0,Could improve produtc qualty....,2024-01-07
C00185,Email,1.0,,2024-02-02
C00699,Survey,4.0,Could improve produtc qualty....,2024-03-18
C00787,Social Media,4.0,The best experience i've had!,
C00564,Survey,5.0,The servise was grate!,2024-08-16
C00028,Social Media,5.0,Would definitly recommend!*,2024-10-20
C00976,Email,4.0,The servise was grate!,2024-05-07
C00745,Survey,4.0,Very responsive and helpful!*,2024-03-05
C00473,Social Media,5.0,Satisfied with the service.,2024-05-14
C00966,Social Media,2.0,Very responsive and helpful!*,2024-10-14
C00726,,5.0,Could improve produtc qualty....,2024-10-21
C00215,Survey,5.0,,2024-03-22
C00449,Email,4.0,Good but could be better.??,2023-12-17
C00817,Social Media,5.0,Could improve produtc qualty....,2024-05-27
C00299,Social Media,4.0,Not worth the price.,2023-11-14
C00852,Social Media,2.0,Very poor qualty for the price.,2023-12-18
C00710,Survey,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-08-26
C00071,Survey,3.0,Could improve produtc qualty....,2024-09-09
C00839,Email,5.0,Good but could be better.??,2023-12-18
C00869,Survey,5.0,Exceeds my expectations!??,2024-09-15
C00815,Social Media,2.0,"Overall, a decent experience.*",2024-08-15
C00815,Social Media,4.0,Satisfied with the service.,2024-10-18
,Survey,1.0,Could improve produtc qualty....,2024-03-17
C00690,Email,5.0,Terrible custmer support.!!!,2024-08-15
C00512,Survey,3.0,Too slow response time.,2023-11-15
C00143,Email,5.0,Too slow response time.,2024-07-29
C00649,Survey,1.0,"Overall, a decent experience.*",2024-06-17
C00311,Survey,4.0,Exceeds my expectations!??,2023-11-06
C00248,Survey,2.0,"Overall, a decent experience.*",2024-10-29
C00259,Survey,2.0,Good but could be better.??,2024-01-04
C00675,Email,3.0,The best experience i've had!,2024-07-03
C00158,Email,1.0,Not worth the price.,2023-11-05
C00733,Social Media,3.0,T0tally satisfi3d!,2024-10-24
C00434,Email,1.0,Satisfied with the service.,2024-07-25
C00809,Social Media,3.0,The servise was grate!,2024-10-20
C00387,,,T0tally satisfi3d!,2024-05-27
C00076,Survey,4.0,Very poor qualty for the price.,2024-07-10
C00460,,5.0,"Overall, a decent experience.*",2023-12-27
C00613,Email,3.0,,2024-05-10
C00491,Social Media,4.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-01-31
C00597,Email,5.0,Terrible custmer support.!!!,2023-11-25
,,1.0,T0tally satisfi3d!,2024-07-07
C00548,Survey,1.0,The best experience i've had!,2024-07-01
C00519,Survey,1.0,Too slow response time.,2024-10-02
C00946,Email,2.0,The best experience i've had!,2023-12-27
C00943,Email,3.0,"Overall, a decent experience.*",
C00891,Email,5.0,,2024-07-03
C00709,Email,2.0,T0tally satisfi3d!,
C00429,Survey,,,2023-12-04
C00557,Survey,3.0,Very poor qualty for the price.,2024-03-29
C00038,Email,3.0,Too slow response time.,2024-02-28
C00810,Email,3.0,T0tally satisfi3d!,2024-02-28
C00992,Social Media,2.0,Exceeds my expectations!??,2024-06-09
C00369,Survey,5.0,Very responsive and helpful!*,2024-08-11
C00719,Email,4.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-08-27
C00917,Email,4.0,Not worth the price.,2024-05-13
C00832,Social Media,,"Overall, a decent experience.*",2024-06-18
C00550,Social Media,4.0,Good but could be better.??,2024-09-05
C00609,Social Media,2.0,Good but could be better.??,2024-05-17
C00654,Email,2.0,Terrible custmer support.!!!,2024-06-23
C00937,Survey,3.0,Terrible custmer support.!!!,2024-10-28
C00088,Social Media,5.0,Too slow response time.,2024-01-21
C00112,Survey,3.0,Satisfied with the service.,2024-10-01
C00788,Social Media,2.0,The servise was grate!,2024-04-03
C00255,Survey,2.0,Too slow response time.,2024-06-03
C00674,Email,2.0,Very responsive and helpful!*,2023-12-17
C00681,Survey,5.0,Not worth the price.,
C00364,Email,5.0,Exceeds my expectations!??,2023-12-02
C00171,Survey,3.0,Good but could be better.??,
C00663,Survey,4.0,Would definitly recommend!*,2023-12-09
C00628,,2.0,Satisfied with the service.,2023-12-21
C00046,Social Media,2.0,T0tally satisfi3d!,2023-11-22
C00577,Email,5.0,The servise was grate!,2024-08-23
C00661,Survey,5.0,Very poor qualty for the price.,2023-11-05
C00694,Social Media,1.0,T0tally satisfi3d!,
C00663,Email,3.0,,2024-10-16
C00410,Survey,4.0,Very poor qualty for the price.,2024-07-02
C00991,Survey,2.0,Not worth the price.,2023-12-01
C00771,Email,3.0,T0tally satisfi3d!,2023-12-29
C00340,Survey,1.0,Exceeds my expectations!??,2024-07-16
C00989,Social Media,3.0,Very responsive and helpful!*,2024-08-15
C00816,Social Media,2.0,Could improve produtc qualty....,2024-05-08
C00441,Survey,5.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2023-11-19
C00109,Survey,3.0,,2024-02-03
C00011,Survey,4.0,Terrible custmer support.!!!,2023-11-11
C00101,Survey,2.0,Not worth the price.,2024-05-13
C00265,Social Media,3.0,Not worth the price.,2023-11-29
C00228,Survey,4.0,The best experience i've had!,2024-01-20
C00523,Survey,2.0,The best experience i've had!,2024-05-01
C00765,Survey,5.0,Could improve produtc qualty....,2024-10-10
C00532,Social Media,2.0,Very poor qualty for the price.,2024-03-31
C00572,Email,4.0,T0tally satisfi3d!,2024-08-20
C00595,Email,5.0,Not worth the price.,2024-07-04
C00705,Social Media,2.0,Not worth the price.,2024-01-27
C00590,Email,2.0,Not worth the price.,
C00227,Social Media,3.0,Not worth the price.,
C00457,Email,5.0,Could improve produtc qualty....,2024-03-01
C00384,Email,5.0,The servise was grate!,2024-10-30
C00401,Email,3.0,Very responsive and helpful!*,
C00475,Social Media,,Would definitly recommend!*,2024-09-16
C00791,Survey,2.0,T0tally satisfi3d!,2024-02-02
C00696,Survey,5.0,Not worth the price.,2023-11-21
C00603,Email,1.0,Satisfied with the service.,2023-12-16
C00708,Survey,5.0,,2023-11-11
C00513,Email,4.0,"Overall, a decent experience.*",
C00155,Survey,3.0,Very responsive and helpful!*,2024-02-01
C00354,Social Media,3.0,Too slow response time.,2024-09-17
C00026,Email,1.0,Satisfied with the service.,2024-07-02
C00495,Social Media,4.0,The servise was grate!,2024-05-09
C00108,Social Media,5.0,Very responsive and helpful!*,2024-09-19
C00303,Survey,3.0,Too slow response time.,2024-09-08
C00426,Survey,4.0,Exceeds my expectations!??,2024-07-04
,Email,5.0,Exceeds my expectations!??,2024-03-21
C00985,Social Media,3.0,Very responsive and helpful!*,2024-10-01
C00088,Email,1.0,Very responsive and helpful!*,2024-06-27
,,5.0,Good but could be better.??,2024-10-15
C00852,Survey,3.0,T0tally satisfi3d!,2024-10-24
C00964,Email,4.0,Terrible custmer support.!!!,2024-10-04
C00748,Social Media,3.0,"Overall, a decent experience.*",2024-10-09
C00146,Social Media,3.0,Very poor qualty for the price.,2024-04-23
,Social Media,2.0,Very poor qualty for the price.,2024-09-27
C00320,Social Media,,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-03-01
C00352,Survey,2.0,The servise was grate!,2024-09-06
C00467,Email,3.0,,2024-06-08
C00804,Survey,5.0,Satisfied with the service.,2024-04-17
C00212,Survey,1.0,Terrible custmer support.!!!,2024-09-04
C00534,Survey,5.0,T0tally satisfi3d!,2024-06-23
C00495,Survey,5.0,The best experience i've had!,2024-04-11
C00357,Email,1.0,Not worth the price.,
C00488,Email,1.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-01-29
C00100,Social Media,4.0,Terrible custmer support.!!!,2024-04-30
C00449,Email,5.0,Satisfied with the service.,
C00740,Survey,4.0,Not worth the price.,2024-05-19
C00714,Social Media,2.0,The best experience i've had!,2024-10-09
C00464,Social Media,1.0,Would definitly recommend!*,2024-10-17
C00327,Email,2.0,Very poor qualty for the price.,2024-10-18
C00069,Social Media,5.0,T0tally satisfi3d!,2024-09-15
C00308,Email,3.0,The servise was grate!,2024-03-16
C00046,Social Media,5.0,Could improve produtc qualty....,2024-10-12
C00830,Survey,2.0,The best experience i've had!,2024-10-02
C00728,Social Media,3.0,Exceeds my expectations!??,
C00118,Email,1.0,The best experience i've had!,2023-12-03
C00024,Survey,1.0,Very poor qualty for the price.,2024-03-28
C00870,Social Media,3.0,Could improve produtc qualty....,2023-12-17
C00352,Email,2.0,Would definitly recommend!*,2024-05-30
C00664,Survey,4.0,Very responsive and helpful!*,2024-03-29
C00112,,3.0,Good but could be better.??,2024-01-01
C00694,Survey,1.0,"Overall, a decent experience.*",2024-05-01
C00820,Email,3.0,"Overall, a decent experience.*",2024-02-21
C00169,Survey,3.0,Exceeds my expectations!??,2024-06-17
C00953,Social Media,4.0,Not worth the price.,2024-04-02
C00759,Social Media,1.0,Could improve produtc qualty....,2023-11-25
C00250,Survey,3.0,"Overall, a decent experience.*",2024-10-18
C00529,Survey,3.0,"Overall, a decent experience.*",2024-05-10
C00179,Email,2.0,The servise was grate!,2023-12-22
C00566,Social Media,1.0,Very poor qualty for the price.,2024-02-09
C00164,Survey,2.0,Very responsive and helpful!*,2024-03-06
C00339,Survey,2.0,Terrible custmer support.!!!,2024-06-26
C00574,Social Media,3.0,Terrible custmer support.!!!,2024-09-13
C00437,Survey,5.0,,2024-03-01
C00982,Email,2.0,Exceeds my expectations!??,2024-06-19
C00474,Social Media,4.0,Would definitly recommend!*,2024-06-08
C00238,Social Media,4.0,Could improve produtc qualty....,2024-05-25
C00817,Survey,5.0,The best experience i've had!,2024-08-24
C00415,Social Media,1.0,"Overall, a decent experience.*",2024-10-21
C00645,Email,2.0,,2024-09-11
C00189,Social Media,4.0,Not worth the price.,2024-06-21
C00191,Email,4.0,Satisfied with the service.,2024-05-17
C00656,Survey,3.0,Would definitly recommend!*,2024-08-04
C00674,Email,1.0,Not worth the price.,2024-01-02
C00443,Survey,,Satisfied with the service.,2024-10-16
C00406,Email,5.0,"Overall, a decent experience.*",2024-05-15
C00030,,3.0,Very responsive and helpful!*,2023-11-07
C00756,Survey,2.0,Exceeds my expectations!??,2024-08-02
,Email,1.0,Too slow response time.,2024-04-16
C00905,Email,3.0,Not worth the price.,2024-04-28
C00203,,1.0,,2024-07-16
C00461,Survey,1.0,The servise was grate!,2023-12-20
C00607,Social Media,3.0,Could improve produtc qualty....,2024-06-26
C00440,Social Media,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-04-07
C00399,Survey,4.0,Not worth the price.,2024-09-06
C00005,Email,4.0,Terrible custmer support.!!!,2024-10-06
C00722,Email,5.0,The best experience i've had!,2023-11-28
C00220,Survey,,Too slow response time.,2024-05-08
C00211,Social Media,1.0,Very responsive and helpful!*,2024-07-28
C00286,Social Media,5.0,Not worth the price.,2024-04-05
C00771,Social Media,5.0,Terrible custmer support.!!!,2024-09-15
C00721,Survey,4.0,Could improve produtc qualty....,2024-05-23
C00829,Social Media,5.0,Very poor qualty for the price.,2024-07-26
C00816,Social Media,1.0,Very poor qualty for the price.,
C00065,Social Media,5.0,Too slow response time.,2023-12-15
C00592,Social Media,2.0,Too slow response time.,2024-03-24
C00105,Email,4.0,Would definitly recommend!*,2024-03-23
C00819,Survey,1.0,T0tally satisfi3d!,2024-09-01
C00893,Survey,3.0,Satisfied with the service.,2024-09-13
C00550,Social Media,3.0,Good but could be better.??,2023-11-22
C00192,Social Media,2.0,Not worth the price.,
C00375,Survey,2.0,Satisfied with the service.,2023-12-04
C00334,Email,5.0,Very poor qualty for the price.,2024-02-21
C00202,Survey,5.0,Good but could be better.??,2024-04-25
C00469,Survey,5.0,Would definitly recommend!*,2024-07-19
C00117,Social Media,3.0,Would definitly recommend!*,2024-05-28
C00269,Email,4.0,Very poor qualty for the price.,2024-01-31
C00687,Email,2.0,Too slow response time.,2024-03-29
C00884,,2.0,Very responsive and helpful!*,2023-11-28
C00502,Survey,3.0,Good but could be better.??,2024-10-15
C00541,Email,5.0,Very responsive and helpful!*,2024-05-05
C00990,Survey,4.0,The best experience i've had!,2024-06-19
C00655,,4.0,Good but could be better.??,2024-03-14
C00321,Social Media,1.0,The best experience i've had!,2024-03-19
C00612,Survey,3.0,Not worth the price.,2024-04-22
C00398,Email,5.0,Exceeds my expectations!??,2023-11-18
,Survey,5.0,Satisfied with the service.,2024-08-20
C00402,Email,4.0,"Overall, a decent experience.*",2024-09-16
C00602,Social Media,4.0,Too slow response time.,2024-08-26
C00117,Survey,5.0,Could improve produtc qualty....,2024-08-16
C00357,Social Media,4.0,"Overall, a decent experience.*",2024-06-15
C00361,Social Media,3.0,Very poor qualty for the price.,2024-02-20
C00866,Email,3.0,The servise was grate!,2024-02-06
C00469,Email,2.0,The servise was grate!,
C00633,Email,2.0,Terrible custmer support.!!!,2024-05-14
C00177,Survey,4.0,Satisfied with the service.,2024-03-08
C00834,Email,3.0,Exceeds my expectations!??,2024-04-15
C00690,Survey,5.0,Too slow response time.,2024-01-18
,,3.0,Satisfied with the service.,2024-06-17
C00820,Email,3.0,Exceeds my expectations!??,2024-09-02
C00305,Social Media,5.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2023-12-30
C00941,Survey,3.0,Would definitly recommend!*,2023-12-24
C00630,Survey,5.0,The servise was grate!,2024-01-03
,Email,4.0,Very responsive and helpful!*,2023-12-21
,Survey,3.0,T0tally satisfi3d!,2024-10-24
C00689,,3.0,,2023-12-04
C00138,Social Media,5.0,Would definitly recommend!*,2024-10-28
C00321,Social Media,3.0,Would definitly recommend!*,2024-07-27
C00121,Survey,2.0,Could improve produtc qualty....,2024-05-13
C00245,Email,5.0,T0tally satisfi3d!,2024-10-24
C00313,Email,2.0,T0tally satisfi3d!,2023-12-11
C00120,Email,3.0,Terrible custmer support.!!!,2024-08-04
C00188,Social Media,5.0,Exceeds my expectations!??,2024-03-12
,,1.0,,2024-06-02
C00711,Email,1.0,Too slow response time.,2024-10-16
C00145,Email,4.0,"Overall, a decent experience.*",2024-06-09
C00524,Email,3.0,Too slow response time.,2024-07-23
C00398,Survey,1.0,"Overall, a decent experience.*",2024-09-12
C00429,Survey,2.0,Satisfied with the service.,
C00611,Social Media,1.0,Good but could be better.??,2024-10-12
C00142,Survey,1.0,,2024-04-17
C00589,Social Media,1.0,Satisfied with the service.,2024-09-05
C00393,Email,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-02-26
C00434,Survey,,Not worth the price.,
C00191,Survey,3.0,,2023-12-14
C00499,Social Media,2.0,Very responsive and helpful!*,2024-03-08
C00651,Email,5.0,Very responsive and helpful!*,2024-05-05
C00551,Email,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-08-26
C00711,Email,1.0,Satisfied with the service.,2024-06-02
C00942,Email,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-01-04
C00661,Social Media,2.0,Terrible custmer support.!!!,2024-07-18
C00954,Social Media,1.0,Very poor qualty for the price.,2024-10-10
C00178,Social Media,3.0,The servise was grate!,2024-02-20
C00569,Survey,3.0,"Overall, a decent experience.*",2023-12-01
C00171,Survey,1.0,The best experience i've had!,2024-10-07
C00502,Email,2.0,Too slow response time.,2024-06-24
C00296,Survey,1.0,Terrible custmer support.!!!,2024-10-25
C00144,Survey,3.0,Terrible custmer support.!!!,2024-02-14
C00192,Social Media,3.0,Could improve produtc qualty....,2024-10-03
C00323,Survey,4.0,"Overall, a decent experience.*",2024-03-24
C00863,Survey,1.0,Satisfied with the service.,2024-10-24
C00462,Survey,5.0,Would definitly recommend!*,2024-08-03
C00635,Email,2.0,"Overall, a decent experience.*",
C00055,Social Media,4.0,Not worth the price.,2023-11-25
C00887,Survey,5.0,T0tally satisfi3d!,2024-01-23
C00368,Social Media,,T0tally satisfi3d!,2024-01-19
C00975,Social Media,1.0,T0tally satisfi3d!,2024-10-06
C00010,Survey,3.0,Could improve produtc qualty....,2024-06-06
C00497,Survey,3.0,Would definitly recommend!*,
C00140,Social Media,3.0,Good but could be better.??,2024-01-23
C00200,Social Media,5.0,The best experience i've had!,2024-04-30
C00835,,5.0,"Overall, a decent experience.*",2024-09-15
C00394,Email,5.0,Very poor qualty for the price.,2024-07-15
C00987,Email,4.0,Exceeds my expectations!??,2024-10-09
C00576,Email,4.0,Terrible custmer support.!!!,2024-01-12
C00518,Email,5.0,Very responsive and helpful!*,2023-11-09
C00669,Social Media,5.0,Would definitly recommend!*,2024-04-24
,Survey,4.0,Could improve produtc qualty....,2024-04-22
C00419,Survey,2.0,Could improve produtc qualty....,2024-04-04
C00702,Survey,4.0,"Overall, a decent experience.*",2024-08-10
C00504,Email,2.0,T0tally satisfi3d!,2024-01-27
C00426,,4.0,Too slow response time.,2024-08-25
C00728,Survey,4.0,Very poor qualty for the price.,2024-07-26
C00861,Survey,4.0,The best experience i've had!,2024-07-09
C00455,Survey,3.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-08-11
C00501,Social Media,4.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2023-12-27
C00172,Social Media,2.0,The best experience i've had!,2024-09-12
C00085,Survey,1.0,Very poor qualty for the price.,
,Survey,2.0,Exceeds my expectations!??,2023-12-07
C00032,Email,3.0,Would definitly recommend!*,2024-03-28
C00815,Survey,5.0,Terrible custmer support.!!!,2024-07-02
C00780,Email,2.0,Could improve produtc qualty....,2024-10-19
C00226,Social Media,,Very responsive and helpful!*,2024-03-14
C00300,Social Media,3.0,Exceeds my expectations!??,2024-09-11
C00034,,,T0tally satisfi3d!,2024-08-07
C00282,Survey,1.0,The servise was grate!,2024-03-27
C00231,Social Media,5.0,"Overall, a decent experience.*",2024-06-20
C00551,,2.0,The servise was grate!,2024-04-09
C00296,Survey,2.0,Very poor qualty for the price.,2024-05-20
C00173,Email,5.0,Would definitly recommend!*,
C00800,Email,1.0,"Overall, a decent experience.*",2024-04-03
C00469,Social Media,2.0,Terrible custmer support.!!!,2024-02-02
C00580,Email,2.0,The best experience i've had!,2024-08-29
C00761,Survey,1.0,The best experience i've had!,2024-03-10
C00792,Survey,2.0,Good but could be better.??,2024-06-25
C00785,Email,2.0,Not worth the price.,2023-12-28
C00508,Social Media,5.0,Not worth the price.,2024-07-08
C00563,Survey,2.0,Could improve produtc qualty....,2024-08-11
C00524,Email,1.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-03-13
C00116,Social Media,3.0,Terrible custmer support.!!!,2024-10-19
C00587,Survey,5.0,The servise was grate!,2024-07-04
C00117,Survey,1.0,T0tally satisfi3d!,
C00275,Survey,1.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2023-12-16
C00794,Social Media,4.0,Too slow response time.,
,Email,1.0,Would definitly recommend!*,2024-06-12
C00844,Survey,1.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2023-12-15
C00376,Survey,5.0,The servise was grate!,2024-06-26
C00556,Survey,2.0,The servise was grate!,2024-02-06
C00843,Survey,4.0,Could improve produtc qualty....,
C00775,Survey,3.0,T0tally satisfi3d!,2024-04-25
C00043,Email,4.0,,2024-08-05
C00779,Email,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2023-11-29
C00737,Survey,2.0,The best experience i've had!,2024-03-22
C00452,,5.0,Terrible custmer support.!!!,2024-04-29
,,4.0,Could improve produtc qualty....,2024-01-17
C00224,,3.0,"Overall, a decent experience.*",2024-09-18
C00436,Survey,1.0,Terrible custmer support.!!!,2024-02-05
C00105,Email,5.0,Very poor qualty for the price.,2024-06-08
C00754,Email,2.0,Could improve produtc qualty....,2024-06-20
C00850,Survey,4.0,Would definitly recommend!*,2024-06-11
C00670,Social Media,4.0,Could improve produtc qualty....,2024-09-17
C00770,Social Media,5.0,Could improve produtc qualty....,2024-07-19
C00254,Email,1.0,"Overall, a decent experience.*",2024-07-27
C00305,Email,4.0,Terrible custmer support.!!!,2024-10-02
C00896,Email,2.0,Not worth the price.,2024-09-16
,Survey,2.0,The best experience i've had!,2024-06-24
C00461,Email,3.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-09-01
C00270,Survey,4.0,Not worth the price.,2024-08-08
C00357,Email,4.0,Very responsive and helpful!*,2024-07-30
C00883,Email,3.0,Good but could be better.??,2024-06-28
,Survey,3.0,Could improve produtc qualty....,2024-07-02
C00090,Social Media,3.0,Too slow response time.,2024-04-22
C00450,Email,,The servise was grate!,
C00887,Email,3.0,,2024-03-26
,Email,,Too slow response time.,2024-04-21
C00795,Survey,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-07-24
C00832,Social Media,4.0,Could improve produtc qualty....,2024-03-16
C00243,Social Media,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-06-23
C00215,Survey,5.0,The best experience i've had!,2024-04-03
C00831,Email,1.0,Could improve produtc qualty....,2023-12-10
C00756,Social Media,3.0,The servise was grate!,2024-03-04
C00603,Survey,2.0,Very poor qualty for the price.,2024-03-26
C00706,Email,5.0,Good but could be better.??,2023-11-07
C00360,Email,1.0,Not worth the price.,2024-01-03
C00882,Social Media,5.0,Good but could be better.??,2024-09-12
C00728,Email,,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-01-13
C00625,Survey,4.0,Would definitly recommend!*,2024-08-28
C00648,Social Media,,Not worth the price.,2024-10-24
C00439,Survey,2.0,"Overall, a decent experience.*",2024-02-22
C00170,Survey,1.0,Very responsive and helpful!*,2024-06-04
C00631,Social Media,4.0,Would definitly recommend!*,2023-11-06
C00143,Email,1.0,Too slow response time.,2024-10-23
C00804,Survey,5.0,The best experience i've had!,2024-04-21
C00212,Social Media,,Exceeds my expectations!??,2024-09-08
C00834,Survey,4.0,The servise was grate!,2024-06-14
C00212,Social Media,1.0,Not worth the price.,2024-02-06
,Survey,4.0,Good but could be better.??,2024-10-26
C00061,Social Media,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-06-24
C00584,Survey,1.0,Good but could be better.??,2024-04-23
C00360,Survey,4.0,,2024-10-09
C00546,Survey,2.0,The servise was grate!,2023-12-07
C00288,Email,2.0,Very responsive and helpful!*,2024-10-27
C00612,Survey,4.0,Exceeds my expectations!??,2024-08-28
C00552,,2.0,Not worth the price.,2024-02-19
C00173,Survey,5.0,Exceeds my expectations!??,2024-03-12
C00332,Email,5.0,Very poor qualty for the price.,2024-05-15
C00721,Email,,Good but could be better.??,2024-03-11
C00300,Email,1.0,Terrible custmer support.!!!,2024-07-26
C00297,Email,3.0,Terrible custmer support.!!!,2024-09-08
C00587,Email,2.0,Satisfied with the service.,2023-11-18
C00274,Social Media,2.0,Too slow response time.,2023-12-31
C00976,Email,2.0,T0tally satisfi3d!,2024-01-22
C00879,Email,5.0,Could improve produtc qualty....,2024-03-26
C00527,Survey,5.0,Would definitly recommend!*,2024-08-01
C00922,Survey,5.0,"Overall, a decent experience.*",2024-03-30
C00696,Email,2.0,Very responsive and helpful!*,2024-04-03
C00835,Survey,4.0,T0tally satisfi3d!,2024-07-07
C00098,Social Media,2.0,T0tally satisfi3d!,
C00139,Social Media,1.0,,2024-03-08
C00986,Email,4.0,The servise was grate!,2024-06-08
C00769,Survey,3.0,Not worth the price.,2024-10-12
C00805,Survey,5.0,The servise was grate!,2024-05-01
C00422,Social Media,1.0,The servise was grate!,2024-05-31
C00941,Email,3.0,Very responsive and helpful!*,2024-01-04
C00061,Survey,2.0,Terrible custmer support.!!!,2023-12-10
C00284,Social Media,5.0,The servise was grate!,2024-05-07
C00888,Social Media,5.0,Very responsive and helpful!*,2024-06-01
C00672,Social Media,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-08-14
C00130,Survey,2.0,Not worth the price.,2024-05-28
C00719,Email,2.0,Exceeds my expectations!??,2024-01-13
C00887,Social Media,3.0,Would definitly recommend!*,2024-10-31
C00136,Social Media,3.0,Good but could be better.??,2024-01-11
C00256,Email,2.0,T0tally satisfi3d!,2024-10-29
C00150,Social Media,5.0,Would definitly recommend!*,2024-03-06
C00729,Survey,5.0,Satisfied with the service.,2023-12-06
,Social Media,2.0,T0tally satisfi3d!,2024-06-30
,Survey,3.0,The servise was grate!,2023-11-19
C00254,Email,5.0,,2024-10-06
C00780,Survey,3.0,,2024-06-06
C00864,Email,3.0,Satisfied with the service.,
C00693,Email,4.0,Exceeds my expectations!??,2024-09-14
C00403,Survey,1.0,Very responsive and helpful!*,2024-03-13
,Survey,4.0,Very responsive and helpful!*,2024-07-27
C00146,Social Media,4.0,"Overall, a decent experience.*",2023-11-20
C00592,,4.0,,2024-04-14
,Survey,2.0,Could improve produtc qualty....,2024-03-02
C00276,Survey,2.0,Could improve produtc qualty....,
C00643,,4.0,"Overall, a decent experience.*",2024-05-16
C00425,Survey,3.0,Too slow response time.,2023-11-22
C00385,Social Media,2.0,Very responsive and helpful!*,2024-01-11
,Survey,1.0,The servise was grate!,2024-10-31
C00078,Survey,5.0,Not worth the price.,2024-01-10
C00649,Survey,3.0,Not worth the price.,2024-06-22
C00814,Survey,3.0,The best experience i've had!,2024-09-25
C00902,Survey,3.0,The servise was grate!,2024-04-06
C00788,Email,5.0,Could improve produtc qualty....,2024-03-07
C00096,Social Media,4.0,Would definitly recommend!*,2024-03-11
C00413,Email,5.0,Could improve produtc qualty....,2023-12-02
C00528,Social Media,1.0,"Overall, a decent experience.*",2024-02-22
C00768,Social Media,2.0,Would definitly recommend!*,2024-06-17
C00285,Social Media,4.0,T0tally satisfi3d!,2024-10-15
C00712,Email,5.0,Very poor qualty for the price.,2024-02-03
C00959,Survey,5.0,Very poor qualty for the price.,2024-10-03
C00899,Email,4.0,Very responsive and helpful!*,2024-07-13
C00378,Email,1.0,The servise was grate!,2023-12-09
C00466,Social Media,2.0,Could improve produtc qualty....,2024-08-05
C00974,Email,5.0,Exceeds my expectations!??,2024-06-03
C00500,Survey,2.0,Not worth the price.,2024-09-25
C00336,Email,4.0,Not worth the price.,2024-10-02
