Date,Store ID,Product ID,Units Sold,Sales Amount,Discount Applied,Customer Segment
27/11/2024,S045,P054,76.0,188.7,3.23,Premium
11-14-2024,S035,P088,129.0,1552.11,,Premium
14/11/2024,S041,P017,97.0,3579.23,16.34,Regular
17/11/2024,S028,P038,181.0,3934.98,18.87,Premium
,S049,P081,192.0,,19.62,Regular
26/11/2024,S010,P046,149.0,3220.94,16.34,New
15/11/2024,S031,P064,154.0,4385.38,19.16,Regular
24/11/2024,S046,P002,98.0,1921.82,17.71,Regular
16/11/2024,S023,P008,170.0,266.46,9.33,Premium
11-28-2024,S041,P010,28.0,3480.68,16.53,Regular
,S041,P095,,2771.99,6.74,New
11-12-2024,S040,P072,150.0,2781.62,15.18,New
04/11/2024,S035,P079,93.0,258.06,15.15,New
11-03-2024,S047,P051,84.0,2074.67,3.58,New
,S044,P087,111.0,3796.15,9.07,Regular
2024-11-04,S043,P088,24.0,4909.33,6.41,New
2024-11-05,S001,P085,111.0,4104.47,12.79,Regular
2024-11-18,S020,,195.0,2241.94,8.14,Premium
11-06-2024,S005,P047,22.0,2712.72,8.33,New
18/11/2024,S002,P069,148.0,3000.77,16.44,Premium
2024-11-14,S036,,49.0,3969.32,18.5,Premium
20/11/2024,S017,P084,144.0,,9.15,Regular
11-29-2024,S037,P058,129.0,1494.0,8.01,New
11-08-2024,S037,P037,163.0,4015.73,6.62,Premium
,S049,P003,91.0,4256.57,1.03,New
11-19-2024,,P002,186.0,1601.15,6.77,Premium
11-18-2024,S003,P004,176.0,2676.24,10.69,New
13/11/2024,S025,P036,117.0,3443.1,18.64,New
27/11/2024,S028,P076,193.0,149.48,17.54,Premium
,S034,P041,157.0,4659.1,19.66,Regular
19/11/2024,S022,P091,,4598.0,7.49,Regular
22/11/2024,S026,P008,167.0,558.68,8.52,Regular
11-23-2024,S002,P052,,2779.35,18.37,
2024-11-17,S037,P077,101.0,4480.19,5.84,New
2024-11-12,S045,P012,111.0,2747.09,18.6,Premium
11-12-2024,S047,P028,103.0,2926.34,19.96,Regular
,S018,P083,58.0,818.02,12.25,Regular
14/11/2024,S031,P014,61.0,2012.58,12.63,Regular
11-04-2024,S015,P070,4.0,198.66,14.63,New
06/11/2024,S028,P047,8.0,2356.83,3.96,Regular
18/11/2024,S046,P021,173.0,,1.36,New
2024-11-24,S036,P037,25.0,2958.59,,Premium
2024-11-07,S043,P016,61.0,2840.78,16.85,New
05/11/2024,S003,P020,134.0,3557.13,0.65,Regular
2024-11-29,S016,P088,86.0,2616.14,3.14,New
25/11/2024,S005,,200.0,2934.53,16.99,Premium
11-07-2024,S047,P082,36.0,3035.24,,Premium
2024-11-26,S006,P094,156.0,4366.25,4.17,Regular
2024-11-06,S002,P019,193.0,690.59,3.28,Premium
29/11/2024,S046,P020,150.0,,7.76,New
28/11/2024,S041,P048,200.0,4017.11,11.11,Premium
,S004,P001,106.0,949.01,14.08,New
2024-11-20,S014,P070,63.0,1384.35,6.14,Premium
01/11/2024,S037,P043,154.0,4854.98,7.4,New
2024-11-04,S029,P069,76.0,215.09,15.56,Premium
29/11/2024,S026,P069,50.0,2840.03,16.44,
12/11/2024,S016,P048,186.0,1960.12,,New
07/11/2024,S001,P031,128.0,2508.96,15.79,New
11-14-2024,S029,P023,12.0,2363.72,,Regular
2024-11-03,S047,,150.0,1658.7,0.99,Premium
2024-11-23,S050,P004,79.0,476.97,10.11,Regular
08/11/2024,S045,P011,186.0,1662.33,18.0,New
12/11/2024,S003,P094,146.0,671.22,10.62,Premium
11-11-2024,S028,P025,4.0,4954.39,,Regular
,S020,,47.0,1091.46,9.55,Regular
11-29-2024,S029,P003,97.0,4533.84,6.19,Premium
11-15-2024,S030,P046,45.0,3878.9,16.67,Premium
21/11/2024,S040,P037,198.0,4154.02,13.1,New
06/11/2024,S010,P054,41.0,1962.04,18.85,Regular
09/11/2024,S043,P001,117.0,1652.15,,Premium
11-29-2024,S012,P005,108.0,4063.39,11.36,Premium
11-29-2024,S021,P080,93.0,4741.96,3.91,
01/11/2024,S030,P003,47.0,4787.51,9.26,Regular
11-15-2024,S006,P048,147.0,118.13,,Regular
11-07-2024,S027,P012,54.0,4798.57,4.18,Premium
22/11/2024,S005,P049,113.0,1887.63,15.39,Premium
2024-11-20,S024,P057,154.0,3464.52,11.34,Regular
2024-11-20,S025,P050,113.0,389.91,16.06,Premium
11-17-2024,S047,P055,116.0,4239.14,7.9,New
2024-11-25,S013,P075,62.0,1847.18,3.96,New
27/11/2024,S016,P005,199.0,3856.13,7.73,New
13/11/2024,S038,P067,72.0,1337.08,3.12,Regular
02/11/2024,,P033,11.0,847.58,8.86,New
2024-11-02,S048,P036,150.0,4396.3,7.9,Regular
17/11/2024,S028,P073,36.0,3887.64,8.8,New
11-01-2024,S015,P064,79.0,2321.72,11.4,New
,S035,P096,72.0,1121.74,14.14,New
30/11/2024,S003,P039,120.0,662.3,7.04,Regular
23/11/2024,S010,P009,18.0,317.18,,Regular
11-21-2024,S023,P051,88.0,3694.78,2.68,Regular
04/11/2024,S035,,145.0,2500.42,16.74,New
11-23-2024,S029,P083,,3231.87,,New
2024-11-08,S029,P018,156.0,1407.24,14.37,New
,S048,P073,,474.51,1.64,New
11-01-2024,S021,P084,132.0,844.92,6.45,New
2024-11-29,S030,P049,186.0,568.52,,
11-09-2024,S005,P097,138.0,306.14,8.87,Premium
2024-11-13,,P026,192.0,4860.18,0.5,Premium
2024-11-20,S009,P066,840.0,3940.0,3.3,Regular
11-25-2024,S009,P056,147.0,2157.84,14.88,Premium
11-05-2024,S010,P057,23.0,1599.27,10.87,Regular
18/11/2024,S034,P069,12.0,3481.37,13.39,New
26/11/2024,S030,P032,83.0,4934.22,,Regular
06/11/2024,S028,P027,144.0,514.67,4.02,New
2024-11-10,S003,P045,188.0,4792.63,6.16,Premium
,S017,P091,191.0,2453.98,,Regular
20/11/2024,S037,P081,186.0,1834.6,7.42,New
,S010,P080,91.0,2406.34,6.37,New
2024-11-20,S043,P051,32.0,3879.42,12.77,Premium
11-02-2024,S013,P051,148.0,1159.88,8.71,Premium
11-07-2024,S041,P012,145.0,4598.81,,Regular
11-06-2024,S045,,145.0,,3.25,Premium
16/11/2024,S017,P096,75.0,1352.95,3.93,Regular
2024-11-14,S044,P031,25.0,1838.29,11.02,Premium
14/11/2024,S050,P015,184.0,1575.19,12.27,New
2024-11-09,S029,P010,56.0,471.45,,New
11-21-2024,S013,P041,15.0,4181.0,16.95,New
2024-11-22,,P013,120.0,1576.99,8.03,New
2024-11-01,S005,P063,79.0,1759.8,14.87,
09/11/2024,S003,P086,172.0,2824.99,15.5,Regular
,S046,P028,170.0,,3.67,Regular
2024-11-30,S035,,110.0,2957.21,19.93,New
28/11/2024,S018,,121.0,2986.71,9.1,Premium
19/11/2024,S034,P053,154.0,1860.92,6.5,Premium
11-25-2024,S002,,25.0,884.9,8.59,New
2024-11-26,S012,P017,103.0,,5.95,New
,S039,P076,107.0,3005.0,17.35,Regular
2024-11-30,S030,P020,30.0,3966.07,15.42,Premium
2024-11-24,S009,P085,138.0,4594.11,8.82,Premium
2024-11-23,S022,P089,135.0,4601.25,11.21,New
23/11/2024,S024,P014,153.0,4007.89,9.54,Premium
11-22-2024,S043,P009,16.0,39186.245265999634,10.25,New
2024-11-29,S033,P072,61.0,3961.51,1.11,Regular
16/11/2024,S036,P030,57.0,2883.49,5.73,Premium
2024-11-08,S048,P074,115.0,985.73,10.91,Regular
,S003,P055,101.0,1860.73,17.07,Regular
02/11/2024,S021,P015,198.0,2371.59,18.84,Premium
2024-11-21,S012,P072,195.0,2099.76,14.92,New
,S028,P081,31.0,4683.64,19.95,Regular
11-05-2024,S024,P044,14.0,2852.47,4.88,Premium
11-30-2024,S025,P047,103.0,2844.98,5.11,Premium
11-20-2024,,P034,200.0,120.54,5.22,New
11-14-2024,S027,P005,180.0,4199.97,9.56,New
12/11/2024,S026,P031,44.0,3185.6,1.21,New
2024-11-21,S026,P002,53.0,3649.0,7.49,Regular
17/11/2024,S006,P075,150.0,4265.11,0.03,Premium
11-07-2024,S019,P059,165.0,2862.58,6.48,New
11-29-2024,S004,P045,120.0,3394.79,15.51,Regular
24/11/2024,S034,P076,179.0,1544.57,11.45,Regular
2024-11-02,,,141.0,4614.91,,New
,S031,P078,62.0,4901.4,18.14,
11-15-2024,S011,P036,36.0,2474.47,19.7,Premium
11-27-2024,S039,P083,25.0,3980.69,10.06,Regular
19/11/2024,S040,P053,96.0,412.35,11.01,Regular
11-15-2024,S005,P081,1.0,3575.84,18.03,Premium
27/11/2024,S042,P026,107.0,3982.62,0.69,Premium
2024-11-01,S003,P025,179.0,2665.79,10.14,
2024-11-22,S047,P003,115.0,2475.38,6.76,
11-18-2024,,P069,76.0,3453.25,14.11,New
2024-11-26,S040,P063,104.0,1157.33,2.5,Premium
2024-11-21,S050,P082,136.0,1111.2,11.72,New
01/11/2024,S034,P051,29.0,1377.99,3.93,Regular
15/11/2024,S005,P084,148.0,3749.99,12.63,Premium
2024-11-14,S027,P081,150.0,624.9,3.88,Regular
20/11/2024,,P041,26.0,2542.94,19.12,New
11-19-2024,S040,P020,157.0,2103.76,6.89,Premium
11-04-2024,S017,P004,158.0,929.9,1.57,Premium
2024-11-23,S044,P069,160.0,2372.63,17.03,Regular
11-04-2024,S013,P033,14.0,2941.34,4.99,Regular
11-24-2024,S002,P048,94.0,4138.0,2.14,New
17/11/2024,S030,P078,32.0,378.07,17.76,New
2024-11-30,S046,P068,22.0,1097.33,9.42,New
2024-11-13,S039,P087,156.0,4488.5,13.7,Premium
29/11/2024,S016,P062,77.0,3281.83,,New
11-28-2024,S047,P040,151.0,1860.28,16.03,Regular
2024-11-07,S016,P081,191.0,1467.26,3.54,Premium
2024-11-06,S039,P075,86.0,2453.5,18.71,New
2024-11-25,S020,P095,75.0,2676.99,19.57,New
11-29-2024,S020,,25.0,2730.62,3.88,Regular
11-24-2024,S031,P059,30.0,4939.82,13.78,
2024-11-08,S050,P072,65.0,210.49,,Regular
2024-11-16,S032,P054,,3877.97,16.17,New
23/11/2024,S023,P033,70.0,4409.94,12.93,New
2024-11-11,S049,P081,135.0,2832.09,10.23,New
2024-11-26,S048,P100,148.0,2583.47,15.43,Regular
11-22-2024,S001,P001,13.0,4267.01,15.6,Regular
12/11/2024,S049,,117.0,965.8,18.93,Regular
09/11/2024,S016,P068,150.0,158.52,3.6,Regular
2024-11-29,S027,P015,161.0,1140.47,1.24,New
11-07-2024,S028,P076,75.0,1069.81,17.83,Regular
11-21-2024,S012,P066,80.0,3171.22,,New
2024-11-22,S035,P014,41.0,4738.27,5.13,New
08/11/2024,,P039,138.0,1018.79,13.72,Regular
26/11/2024,S049,P032,,2430.8,4.73,Premium
11-28-2024,S032,P018,154.0,131.86,3.21,Regular
2024-11-18,S029,P022,110.0,3176.66,4.61,New
17/11/2024,S022,P081,19.0,2595.23,0.69,Premium
11-20-2024,S023,P073,20.0,2468.71,3.46,Premium
2024-11-18,S001,P009,84.0,1996.99,18.77,Regular
2024-11-20,S025,P018,137.0,394.92,13.77,New
2024-11-20,,P015,194.0,4557.08,0.45,Premium
11-14-2024,S027,P092,163.0,1671.61,5.55,New
2024-11-19,S021,P083,136.0,2390.05,6.81,Regular
11-14-2024,S038,P064,193.0,1952.82,13.55,Premium
11-22-2024,S026,P080,136.0,2311.89,11.39,Premium
2024-11-10,S037,P038,176.0,4123.05,0.12,New
11-25-2024,S005,P032,136.0,4849.21,16.47,New
,S036,P098,,,6.55,Premium
09/11/2024,S005,P018,15.0,3690.48,3.97,
2024-11-10,S018,P031,148.0,1521.34,4.48,Premium
11-02-2024,S049,P007,71.0,3368.91,5.2,New
14/11/2024,S007,,101.0,699.12,15.44,New
11-07-2024,S039,P003,129.0,2015.83,2.78,New
21/11/2024,S039,,55.0,2711.35,18.11,Regular
11-03-2024,S021,P095,152.0,2195.8,4.68,Regular
05/11/2024,S047,P080,52.0,3925.44,16.77,Regular
2024-11-08,S013,P091,74.0,1561.87,17.35,Regular
02/11/2024,S019,P044,,2658.96,6.41,New
11-04-2024,S041,P009,150.0,2021.97,2.87,New
2024-11-09,,P056,73.0,3097.73,12.55,Regular
11-22-2024,S011,P004,,4551.68,3.93,Premium
2024-11-24,S012,P078,72.0,556.6,17.58,New
11-13-2024,S032,P023,181.0,3627.9,,Regular
11-06-2024,S018,P051,192.0,781.0,18.41,New
,S015,P047,145.0,4698.12,10.53,Regular
19/11/2024,S004,P076,80.0,1677.13,3.1,New
15/11/2024,S045,P088,60.0,1808.28,3.46,Regular
26/11/2024,S014,P015,76.0,2283.41,4.56,Premium
08/11/2024,,P092,55.0,4816.8,,New
13/11/2024,S020,,80.0,1448.43,8.74,New
2024-11-09,S045,P098,161.0,2731.64,15.77,New
11-01-2024,S022,P037,152.0,2106.97,5.73,Regular
2024-11-10,S024,P033,50.0,184.51,12.05,Premium
,S028,P013,22.0,3956.09,,New
,S031,P064,32.0,468.12,0.35,Regular
2024-11-20,S020,P068,133.0,2272.47,13.52,Regular
08/11/2024,S007,P064,159.0,3996.13,0.64,
2024-11-24,S041,P077,63.0,3992.3,19.97,Regular
11-28-2024,S049,P053,185.0,1781.61,17.74,New
11-07-2024,,P021,191.0,,5.43,
,S013,,160.0,2625.01,10.02,New
11-07-2024,S010,P010,143.0,2341.4,15.88,Premium
12/11/2024,S017,P003,116.0,4352.74,,Regular
14/11/2024,S033,P081,137.0,1951.14,,Regular
17/11/2024,S022,P059,186.0,2655.65,,Regular
24/11/2024,S042,P043,125.0,1223.78,0.06,
11-06-2024,S027,P045,22.0,1101.08,19.48,Premium
2024-11-15,S007,P086,68.0,1842.22,12.18,Regular
01/11/2024,S034,P071,176.0,2863.23,4.76,Regular
01/11/2024,S049,P032,200.0,1402.56,15.81,Premium
2024-11-26,S049,P063,77.0,4042.72,2.14,Premium
23/11/2024,S021,P023,44.0,2997.88,12.22,Premium
11-24-2024,S033,P055,94.0,3502.68,0.64,
11-13-2024,S012,P051,153.0,1755.01,8.45,New
2024-11-13,S027,P099,21.0,2929.55,9.57,Premium
11-01-2024,S040,P092,190.0,807.65,1.58,Premium
,S003,P037,158.0,4796.22,11.72,Regular
11-03-2024,S006,P003,151.0,850.53,2.39,Regular
11-10-2024,S013,P049,18.0,3503.51,17.39,Premium
2024-11-22,S044,P083,139.0,2305.09,5.35,New
2024-11-20,S037,P039,40.0,301.19,,Regular
2024-11-16,S003,P039,167.0,4374.02,3.0,Premium
2024-11-27,S009,P065,114.0,2135.05,8.6,Premium
,S033,P082,34.0,1702.17,19.34,Regular
,,P064,26.0,3266.97,12.65,Premium
18/11/2024,S008,P002,25.0,1606.48,1.8,Premium
2024-11-05,S039,P047,38.0,1400.47,4.66,New
05/11/2024,S010,P028,199.0,,0.42,Regular
,,P038,61.0,666.5,19.76,Regular
2024-11-30,S023,P070,54.0,1023.81,13.67,Regular
2024-11-14,S030,P027,36.0,4353.61,,Premium
11-19-2024,S040,P039,61.0,1854.84,0.64,Premium
2024-11-26,S017,P012,111.0,835.9,7.8,Regular
2024-11-23,S001,P100,96.0,1691.11,13.94,Regular
11-30-2024,S038,P080,121.0,3321.39,15.54,
11-06-2024,S024,P049,58.0,1701.17,0.84,New
11-22-2024,S023,P095,16.0,4034.66,,Regular
2024-11-08,S044,P048,85.0,269.38,17.13,Regular
25/11/2024,S050,P004,10.0,4549.74,16.17,New
2024-11-06,S011,P078,121.0,4539.29,10.6,Regular
26/11/2024,S028,P082,19.0,2607.59,12.5,New
2024-11-03,S037,P070,125.0,1273.9,16.9,Regular
2024-11-17,,P018,6.0,822.3,11.31,Premium
11-28-2024,,P028,107.0,572.45,,Premium
2024-11-27,S021,P089,30.0,1159.91,1.09,New
28/11/2024,S048,P011,198.0,4103.25,,New
20/11/2024,S031,,116.0,4418.6,,Regular
2024-11-29,S039,P017,99.0,4357.31,15.45,New
2024-11-18,S026,P020,144.0,2756.16,8.75,Regular
2024-11-28,S022,P077,99.0,1094.75,13.71,New
25/11/2024,S005,P059,122.0,3233.24,5.92,New
11-14-2024,S036,P053,,4036.55,17.35,New
28/11/2024,S034,P088,171.0,250.05,8.36,Regular
15/11/2024,S028,P081,91.0,3746.03,0.9,Regular
2024-11-01,S026,P040,99.0,2210.97,4.57,Regular
22/11/2024,S049,P026,172.0,3876.58,10.21,Regular
2024-11-18,S026,P079,167.0,341.57,13.29,Regular
2024-11-08,S020,P074,,2874.66,14.11,Premium
2024-11-29,S046,P039,,4545.17,0.14,New
30/11/2024,S028,P049,153.0,4857.39,4.73,Premium
19/11/2024,S046,P022,150.0,1762.54,2.41,Regular
19/11/2024,S013,P074,199.0,226.92,15.23,Premium
04/11/2024,S045,P018,74.0,4456.8,2.31,New
11-21-2024,S035,P022,86.0,3743.92,9.78,Premium
30/11/2024,S003,P089,28.0,3534.46,19.3,Premium
08/11/2024,S018,P009,37.0,3005.82,,Premium
03/11/2024,S041,P025,191.0,4065.13,18.19,New
11-08-2024,S020,P056,3.0,1597.69,14.12,Premium
,S023,P044,159.0,544.16,13.47,Premium
2024-11-15,S004,P006,157.0,3309.31,12.16,New
2024-11-14,S043,P029,56.0,4499.34,1.81,Regular
25/11/2024,S050,P100,160.0,116.15,0.73,Regular
11-07-2024,S017,P078,25.0,1008.26,8.71,Premium
10/11/2024,S016,P084,94.0,1882.94,15.51,New
18/11/2024,S022,P035,26.0,4747.49,3.75,New
2024-11-09,S022,P001,51.0,873.23,11.6,New
11-12-2024,S011,P064,12.0,233.5,8.65,New
2024-11-07,S012,P049,112.0,3736.85,13.94,Regular
25/11/2024,S050,P085,106.0,,,Premium
,S020,P071,69.0,,,Premium
27/11/2024,S023,P088,102.0,4602.27,7.54,Regular
07/11/2024,S024,P054,94.0,2305.92,19.12,Regular
2024-11-15,S045,P001,52.0,4977.88,7.01,New
,,P024,136.0,925.47,14.44,Premium
,,P029,50.0,2779.56,3.12,Regular
2024-11-02,S018,P073,125.0,2655.98,1.62,New
2024-11-26,S003,P092,54.0,,,Premium
2024-11-27,S042,P023,643.0,73.29,13.57,Regular
11-16-2024,S048,P097,147.0,1231.44,0.64,Premium
11-01-2024,S043,P086,190.0,2669.82,3.95,Premium
11-04-2024,S022,P007,50.0,419.54,5.88,Regular
2024-11-21,S041,P055,2.0,3548.31,17.02,New
18/11/2024,S022,P041,42.0,958.95,0.73,Premium
2024-11-11,S016,P030,23.0,4785.9,15.07,Regular
11-01-2024,S009,P010,139.0,1084.68,1.34,Premium
11-29-2024,S014,P066,60.0,929.46,2.72,Premium
12/11/2024,S040,P009,100.0,1090.85,0.45,Premium
2024-11-08,S016,P069,,134.89,16.38,Premium
03/11/2024,S042,P038,47.0,4530.49,11.13,Regular
11-21-2024,S018,P095,101.0,596.83,0.68,New
11-16-2024,S034,P013,84.0,2421.76,13.54,New
11-07-2024,S006,P092,47.0,3881.88,,Regular
11-17-2024,S017,P069,181.0,3650.66,12.1,Regular
2024-11-07,S048,,102.0,3904.56,12.34,Premium
2024-11-08,,P097,65.0,115.83,5.68,New
11-08-2024,S013,P096,167.0,1004.01,5.55,Regular
2024-11-30,S048,P087,198.0,2782.26,4.21,New
,S018,P003,194.0,585.91,19.38,Premium
19/11/2024,S028,P079,13.0,2480.06,3.48,Regular
,S040,P052,140.0,3511.82,15.46,New
11-18-2024,,P086,46.0,1473.03,11.47,New
,S023,P032,8.0,3726.25,2.52,New
2024-11-07,S025,P056,18.0,3451.31,1.35,Premium
07/11/2024,S021,P011,128.0,537.85,5.97,New
,S036,P039,6.0,1764.02,,Premium
2024-11-23,,P004,,3888.27,12.37,Regular
,S033,P058,21.0,,2.6,New
2024-11-24,S001,P032,190.0,4505.07,4.62,Premium
13/11/2024,,P034,148.0,3343.33,1.66,Premium
17/11/2024,S029,,195.0,2187.0,18.72,Regular
2024-11-06,S035,P053,195.0,4847.89,11.75,Premium
2024-11-24,S013,P022,59.0,,8.05,Premium
2024-11-09,S031,P085,152.0,126.97,15.48,New
11-28-2024,S014,P034,94.0,1837.16,19.29,Regular
2024-11-14,S032,P009,44.0,1898.98,15.63,Premium
11-03-2024,S044,P009,52.0,3391.6,18.97,New
11-26-2024,S007,P087,143.0,,2.09,Premium
30/11/2024,,P036,127.0,226.13,19.53,Regular
11-28-2024,,,26.0,,11.03,New
2024-11-13,S033,P089,151.0,4032.39,1.55,New
11-05-2024,S031,P018,121.0,310.25,18.46,New
11-25-2024,S016,P072,5.0,2850.02,0.64,Regular
11-19-2024,S025,P038,83.0,4653.36,,Premium
11-29-2024,,P044,23.0,3967.91,5.83,Regular
2024-11-27,S002,P060,120.0,3996.92,18.17,Regular
17/11/2024,S015,P091,165.0,,13.49,Regular
2024-11-26,S042,P053,108.0,804.17,18.34,New
2024-11-10,S016,P032,155.0,3381.87,7.53,New
11-25-2024,S005,P034,153.0,4854.23,4.99,Regular
2024-11-13,S023,P027,92.0,4773.16,9.01,Premium
,S010,P003,141.0,4005.51,5.99,Premium
,S037,,63.0,3585.24,4.83,New
,S026,P030,63.0,4097.98,19.41,Premium
2024-11-16,S028,P070,109.0,492.55,16.84,New
11-30-2024,S009,P006,7.0,3800.83,16.49,Premium
2024-11-06,S010,P088,27.0,592.06,12.67,Premium
24/11/2024,S050,P080,17.0,4336.82,1.9,Premium
05/11/2024,,P027,28.0,2434.17,12.98,New
11-03-2024,S024,P087,91.0,4486.38,2.9,Premium
,S033,P077,37.0,2315.01,15.15,Regular
11-21-2024,S043,P009,168.0,2016.92,4.6,Premium
03/11/2024,S032,P040,13.0,,2.04,Premium
11-04-2024,S042,P049,168.0,4625.1,19.68,Regular
2024-11-30,S014,P059,180.0,2941.1,9.42,New
2024-11-29,S034,P016,70.0,1405.88,1.69,Premium
06/11/2024,S045,P075,80.0,3567.77,9.14,Regular
,S020,P054,101.0,3222.93,2.2,New
13/11/2024,S010,P070,74.0,4956.13,2.28,Premium
2024-11-05,S033,P073,16.0,4722.59,10.73,Premium
29/11/2024,S024,P034,167.0,833.91,17.63,New
04/11/2024,S035,P003,192.0,413.75,7.38,New
,S025,P021,130.0,3417.27,8.43,New
25/11/2024,S002,P032,129.0,2118.65,1.51,Regular
2024-11-20,S021,P075,19.0,2790.89,,Regular
04/11/2024,S018,P045,73.0,4731.13,19.38,Premium
,S042,P031,44.0,3083.72,12.52,Regular
09/11/2024,S024,P082,56.0,4580.49,9.4,Regular
03/11/2024,S013,P088,10.0,3935.04,1.31,New
23/11/2024,S039,P095,188.0,,3.36,New
2024-11-26,S016,P090,30.0,4711.85,6.21,Premium
18/11/2024,S006,P041,13.0,4263.56,,Premium
2024-11-04,S032,P008,157.0,4612.0,8.29,New
11-25-2024,S017,P029,,2725.57,15.98,Premium
11-24-2024,S017,P079,104.0,3999.53,11.92,
2024-11-21,S049,P004,82.0,1646.98,4.2,New
08/11/2024,S048,P087,37.0,2171.27,15.09,Premium
,S039,P015,64.0,468.03,6.64,
11-23-2024,S006,P040,45.0,1861.98,9.93,Regular
2024-11-07,S037,,120.0,2854.7,,Premium
,S045,P074,196.0,,6.59,Premium
13/11/2024,S010,P067,13.0,2604.05,5.0,Premium
10/11/2024,S034,P010,185.0,2388.24,17.86,Regular
2024-11-23,S016,P067,118.0,4653.22,1.39,New
23/11/2024,S041,P022,115.0,1185.41,12.94,Regular
,S015,P066,9.0,4247.72,16.59,New
2024-11-14,,,179.0,2402.72,12.19,New
11-19-2024,S003,P026,148.0,1540.77,9.3,New
11/11/2024,S007,P035,142.0,3894.28,13.86,Premium
2024-11-30,S036,,87.0,4622.49,4.21,New
06/11/2024,S041,P012,152.0,175.17,2.74,New
2024-11-15,S006,P049,8.0,195.1,,New
2024-11-11,S016,P053,50.0,4324.39,2.2,New
2024-11-05,S011,P016,29.0,3433.09,7.78,New
,S010,P047,152.0,4284.91,7.13,New
,S002,P096,98.0,4017.37,9.92,New
25/11/2024,S004,P024,17.0,1599.17,9.78,Premium
2024-11-27,,P034,169.0,3855.67,6.61,New
11-03-2024,S003,P042,170.0,747.99,15.17,New
2024-11-18,S027,P049,95.0,4807.95,13.12,Premium
05/11/2024,S005,P091,11.0,3427.48,7.67,Premium
02/11/2024,,P014,85.0,1720.8,0.23,Premium
10/11/2024,S038,P098,196.0,849.5,10.91,New
15/11/2024,S029,P094,,1608.88,15.05,Regular
2024-11-21,S027,P088,119.0,287.7,17.75,Premium
23/11/2024,S007,P078,4.0,4624.99,12.43,Premium
20/11/2024,S011,P084,101.0,3897.5,6.21,New
2024-11-13,S009,P007,56.0,962.28,11.07,Premium
2024-11-16,S002,P005,81.0,2782.61,9.28,New
2024-11-02,S022,P008,143.0,3840.64,13.08,Premium
11-28-2024,S016,P022,62.0,183.25,11.16,Premium
11-15-2024,S002,P016,27.0,4456.67,11.84,New
06/11/2024,S006,P045,112.0,949.41,0.41,New
11-04-2024,S019,P047,92.0,3036.4,14.12,New
11-26-2024,S016,P091,148.0,3660.99,13.65,Regular
11-28-2024,S040,,88.0,1680.23,5.47,Premium
2024-11-02,S043,P097,191.0,2666.0,7.67,Regular
11-16-2024,S042,P082,188.0,1290.18,12.57,Premium
,S011,P096,110.0,4514.99,11.75,Premium
11-25-2024,S010,P011,139.0,4209.39,10.22,Premium
02/11/2024,S014,P060,187.0,3175.5,10.83,Regular
17/11/2024,S037,P029,106.0,127.82,11.87,
2024-11-14,S047,P048,196.0,2371.45,9.01,New
01/11/2024,S046,P049,63.0,440.19,9.63,New
2024-11-29,S020,P024,17.0,2770.1,17.98,Premium
11-14-2024,S010,P014,16.0,3053.18,8.74,New
2024-11-22,S015,P085,33.0,899.25,,Regular
2024-11-21,S014,P009,158.0,456.9,5.85,Regular
11-30-2024,S043,P036,97.0,2380.16,15.9,Regular
2024-11-14,S046,P055,58.0,3148.57,17.67,New
11-21-2024,S030,P023,199.0,3804.77,12.1,
15/11/2024,S038,P002,194.0,4866.37,,Premium
2024-11-30,S007,,12.0,2459.04,2.32,New
11-08-2024,S025,P023,93.0,2055.3,8.07,New
03/11/2024,S007,P036,170.0,1333.57,7.92,Premium
28/11/2024,S005,P026,29.0,1833.27,15.92,Regular
18/11/2024,S018,P013,131.0,1683.49,5.1,
11/11/2024,S043,P050,139.0,2719.28,13.3,Premium
2024-11-10,S024,P024,2.0,416.83,11.13,Premium
2024-11-07,S001,P084,,1867.06,3.87,Regular
2024-11-26,S047,P064,124.0,498.33,,New
2024-11-09,S007,P059,168.0,4250.41,2.3,Regular
18/11/2024,S040,P033,59.0,1569.32,17.45,New
11-09-2024,,P099,,,17.37,Premium
,S013,P071,,4414.53,19.99,New
,S032,P031,187.0,84.16,3.34,Regular
2024-11-07,,P075,41.0,1567.72,16.06,Regular
,S043,P049,119.0,2704.19,6.32,
11-20-2024,,P049,64.0,3571.36,12.76,New
19/11/2024,S029,P010,101.0,1330.71,18.87,New
11-08-2024,S022,P017,11.0,4586.67,9.38,Regular
11-12-2024,S014,P035,46.0,3978.8,,Regular
24/11/2024,S022,P002,3.0,1173.21,10.86,New
2024-11-13,S046,P089,,3418.19,1.82,Regular
2024-11-20,,P017,167.0,2797.68,11.3,New
11-29-2024,S023,P074,119.0,4990.21,5.1,Regular
02/11/2024,S042,P005,82.0,4573.79,9.65,Regular
11-21-2024,S025,P044,152.0,4637.14,3.15,Premium
,S004,P089,186.0,479.47,4.89,New
11-24-2024,S016,P001,51.0,3807.47,13.66,
11-27-2024,S035,P028,176.0,4787.28,3.71,New
2024-11-16,S017,P041,174.0,18.89,2.13,
18/11/2024,S037,P084,97.0,3791.22,17.68,Regular
11-22-2024,S001,P002,124.0,4052.24,5.53,Regular
11-14-2024,S048,P027,188.0,3830.51,9.08,New
13/11/2024,S028,,5.0,4753.51,14.95,New
06/11/2024,S039,P086,55.0,142.06,11.92,New
